"d_x","d_y","ts_x","ts_y","f_x","f_y","cs_x","cs_y"
783,379.395538,783,1400,783,1300.961548,783,1450,
784,380.075806,784,1400,784,1299.78833,784,1400,
785,380.075806,785,1400,785,1297.121338,785,1400,
786,378.970367,786,1400,786,1295.407837,786,1450,
787,380.756073,787,1400,787,1298.709839,787,1350,
788,379.735657,788,1400,788,1298.797119,788,1400,
789,379.735657,789,1400,789,1300.266357,789,1400,
790,378.71524,790,1400,790,1298.209595,790,1400,
791,378.71524,791,1400,791,1297.889404,791,1400,
792,379.395508,792,1400,792,1297.685669,792,1400,
793,379.395508,793,1400,793,1297.365479,793,1400,
794,378.29007,794,1400,794,1295.378296,794,1450,
795,380.075775,795,1400,795,1296.904907,795,1350,
796,379.055359,796,1400,796,1296.701172,796,1400,
797,379.055359,797,1400,797,1298.167847,797,1400,
798,379.735626,798,1500,798,1298.167847,798,1400,
799,383.06897,799,1500,799,1298.723877,799,1400,
800,388.783264,800,1500,800,1300.25769,800,1400,
801,390.449921,801,1500,801,1300.434937,801,1450,
802,394.418182,802,1500,802,1299.803711,802,1500,
803,396.084839,803,1500,803,1300.807007,803,1450,
804,398.545135,804,1500,804,1304.009399,804,1450,
805,398.545135,805,1500,805,1304.125854,805,1500,
806,400.984161,806,1500,806,1305.729492,806,1463.414673,
807,400.984161,807,1500,807,1307.914429,807,1500,
808,401.79718,808,1500,808,1307.978027,808,1463.414673,
809,401.79718,809,1500,809,1308.684326,809,1500,
810,402.59082,810,1500,810,1309.520508,810,1500,
811,402.59082,811,1500,811,1310.531128,811,1500,
812,401.79718,812,1500,812,1311.412109,812,1500,
813,400.130524,813,1500,813,1310.475952,813,1550,
814,400.924164,814,1500,814,1311.097778,814,1500,
815,400.924164,815,1500,815,1313.386597,815,1500,
816,400.130524,816,1500,816,1312.206421,816,1500,
817,400.130524,817,1500,817,1312.756592,817,1500,
818,399.257507,818,1500,818,1311.739136,818,1550,
819,400.47702,819,1500,819,1311.739136,819,1463.414673,
820,400.070526,820,1500,820,1311.592651,820,1500,
821,400.070526,821,1500,821,1310.46814,821,1500,
822,399.19751,822,1500,822,1309.016357,822,1550,
823,399.19751,823,1500,823,1309.797852,823,1500,
824,398.324493,824,1500,824,1307.263916,824,1550,
825,399.99115,825,1500,825,1307.505859,825,1450,
826,399.19751,826,1500,826,1307.612427,826,1500,
827,399.19751,827,1500,827,1306.231812,827,1500,
828,398.384491,828,1500,828,1306.888184,828,1463.414673,
829,398.384491,829,1500,829,1305.239624,829,1500,
830,399.178131,830,1500,830,1304.811401,830,1500,
831,399.178131,831,1500,831,1304.253418,831,1500,
832,398.384491,832,1500,832,1303.565796,832,1500,
833,398.384491,833,1500,833,1303.00769,833,1500,
834,399.178131,834,1500,834,1304.280273,834,1500,
835,399.178131,835,1500,835,1303.994751,835,1500,
836,399.971771,836,1500,836,1303.838989,836,1500,
837,399.971771,837,1500,837,1303.812988,837,1500,
838,400.765411,838,1500,838,1303.91687,838,1500,
839,400.765411,839,1500,839,1305.588379,839,1500,
840,401.559052,840,1600,840,1305.588379,840,1500,
841,403.121552,841,1600,841,1304.648437,841,1550,
842,408.553101,842,1600,842,1304.577148,842,1550,
843,411.678101,843,1600,843,1308.04248,843,1500,
844,415.621552,844,1600,844,1309.244385,844,1550,
845,415.621552,845,1600,845,1310.590454,845,1600,
846,418.002502,846,1600,846,1309.122437,846,1600,
847,418.002502,847,1600,847,1309.276855,847,1600,
848,418.895355,848,1600,848,1309.571045,848,1600,
849,418.895355,849,1600,849,1308.916748,849,1600,
850,419.788208,850,1600,850,1309.483643,850,1600,
851,419.788208,851,1600,851,1309.920776,851,1600,
852,419.192963,852,1600,852,1310.264648,852,1600,
853,419.192963,853,1600,853,1310.738281,853,1600,
854,418.523315,854,1600,854,1309.737061,854,1650,
855,418.523315,855,1600,855,1309.976074,855,1600,
856,417.853668,856,1600,856,1308.742432,856,1650,
857,417.853668,857,1600,857,1308.746948,857,1600,
858,418.746521,858,1600,858,1308.891357,858,1600,
859,418.746521,859,1600,859,1308.905884,859,1600,
860,419.639374,860,1600,860,1309.060059,860,1600,
861,418.076874,861,1600,861,1309.060059,861,1650,
862,417.407227,862,1600,862,1308.552246,862,1650,
863,418.62674,863,1600,863,1309.843994,863,1560.975586,
864,418.321869,864,1600,864,1308.007812,864,1600,
865,416.759369,865,1600,865,1305.401489,865,1650,
866,417.652222,866,1600,866,1305.71936,866,1600,
867,416.089722,867,1600,867,1304.057861,867,1650,
