"d_x","d_y","cs_x","cs_y"
4951,1063.75,4951,4000,
4952,1064.375,4952,3950,
4953,1064.375,4953,4000,
4954,1064.375,4954,4000,
4955,1063.75,4955,4000,
4956,1063.125,4956,4050.000244,
4957,1062.5,4957,4050.000244,
4958,1062.5,4958,4000,
4959,1063.125,4959,3950,
4960,1063.125,4960,4000,
4961,1063.75,4961,3950,
4962,1063.75,4962,4000,
4963,1063.75,4963,4000,
4964,1063.75,4964,4000,
4965,1065,4965,3950,
4966,1065,4966,4000,
4967,1065.625,4967,3950,
4968,1066.25,4968,4000,
4969,1065.625,4969,4050.000244,
4970,1064.375,4970,4050.000244,
4971,1063.75,4971,4050.000244,
4972,1063.75,4972,4000,
4973,1063.75,4973,4000,
4974,1063.75,4974,4000,
4975,1063.75,4975,4000,
4976,1064.375,4976,3950,
4977,1065,4977,3950,
4978,1065,4978,3950,
4979,1065,4979,4000,
4980,1066.25,4980,3950,
4981,1066.25,4981,4000,
4982,1066.875,4982,3950,
4983,1067.5,4983,4000,
4984,1066.875,4984,4050.000244,
4985,1066.25,4985,4050.000244,
4986,1065.625,4986,4050.000244,
4987,1065.625,4987,4000,
4988,1065,4988,4000,
4989,1065.625,4989,3950,
4990,1065.625,4990,4000,
4991,1066.25,4991,3950,
4992,1066.25,4992,4000,
4993,1066.25,4993,4000,
4994,1066.25,4994,4000,
4995,1067.5,4995,3900,
4996,1067.5,4996,4000,
4997,1068.75,4997,3900,
4998,1068.75,4998,4000,
4999,1068.125,4999,4050.000244,
5000,1066.875,5000,4050.000244,
5001,1066.25,5001,4050.000244,
5002,1065.625,5002,4050.000244,
5003,1065,5003,4050.000244,
5004,1065,5004,4000,
5005,1065,5005,4000,
5006,1065.625,5006,3950,
5007,1065.625,5007,4000,
5008,1066.25,5008,3950,
5009,1066.25,5009,4000,
5010,1067.5,5010,3950,
5011,1068.125,5011,3950,
5012,1068.125,5012,4000,
5013,1068.125,5013,4050.000244,
5014,1068.125,5014,4000,
5015,1066.875,5015,4050.000244,
5016,1066.25,5016,4050.000244,
5017,1066.25,5017,4000,
5018,1065,5018,4050.000244,
5019,1065,5019,4000,
5020,1065.625,5020,3950,
5021,1065,5021,4050.000244,
5022,1065.625,5022,3950,
5023,1065.625,5023,3950,
5024,1065.625,5024,4000,
5025,1066.25,5025,3950,
5026,1066.875,5026,3950,
5027,1067.5,5027,3950,
5028,1067.5,5028,4000,
5029,1067.5,5029,4000,
5030,1066.25,5030,4050.000244,
5031,1065.625,5031,4050.000244,
5032,1065.625,5032,4000,
5033,1065,5033,4000,
5034,1065,5034,4000,
5035,1065,5035,4000,
5036,1065,5036,4000,
5037,1065,5037,4000,
5038,1064.375,5038,4000,
5039,1064.375,5039,4000,
5040,1065.625,5040,3950,
5041,1066.25,5041,3950,
5042,1066.25,5042,4000,
5043,1066.875,5043,4000,
5044,1066.25,5044,4050.000244,
5045,1065.625,5045,4050.000244,
5046,1065.625,5046,4000,
5047,1064.375,5047,4100,
5048,1064.375,5048,4000,
5049,1065,5049,3950,
5050,1065,5050,4000,
5051,1065.625,5051,3950,
5052,1065.625,5052,4000,
5053,1065.625,5053,4000,
5054,1065.625,5054,4000,
5055,1066.25,5055,4000,
5056,1066.875,5056,3950,
5057,1067.5,5057,3950,
5058,1067.5,5058,4000,
5059,1067.5,5059,4000,
5060,1066.25,5060,4050.000244,
5061,1065.625,5061,4050.000244,
5062,1065.625,5062,4000,
5063,1065,5063,4000,
5064,1065.625,5064,3950,
5065,1065.625,5065,4000,
5066,1065.625,5066,4000,
5067,1065.625,5067,4000,
5068,1065.625,5068,4000,
5069,1066.25,5069,3950,
5070,1066.875,5070,3950,
5071,1067.5,5071,3950,
5072,1067.5,5072,4000,
5073,1067.5,5073,4050.000244,
5074,1066.875,5074,4050.000244,
5075,1066.25,5075,4050.000244,
5076,1065.625,5076,4050.000244,
5077,1065.625,5077,4000,
5078,1065.625,5078,4000,
5079,1065.625,5079,4000,
5080,1066.25,5080,3950,
5081,1066.25,5081,4000,
5082,1066.25,5082,4000,
5083,1066.25,5083,4000,
5084,1066.25,5084,4000,
5085,1066.875,5085,4000,
5086,1067.5,5086,3950,
5087,1068.125,5087,3950,
5088,1068.125,5088,4000,
5089,1067.5,5089,4050.000244,
5090,1066.875,5090,4050.000244,
5091,1066.875,5091,4000,
5092,1066.25,5092,4050.000244,
5093,1066.25,5093,3950,
5094,1066.25,5094,4000,
5095,1066.25,5095,4000,
5096,1066.25,5096,4000,
5097,1066.25,5097,4000,
5098,1065.625,5098,4000,
5099,1065.625,5099,4000,
5100,1066.25,5100,4000,
5101,1066.875,5101,3950,
5102,1066.875,5102,4000,
5103,1067.5,5103,4000,
5104,1067.5,5104,4000,
5105,1066.875,5105,4000,
5106,1066.25,5106,4050.000244,
5107,1066.25,5107,4000,
5108,1066.25,5108,4000,
5109,1066.25,5109,4000,
5110,1066.875,5110,3950,
5111,1066.25,5111,4050.000244,
5112,1066.875,5112,3950,
5113,1066.25,5113,4000,
5114,1066.25,5114,4000,
5115,1066.875,5115,4000,
5116,1067.5,5116,3950,
5117,1067.5,5117,4000,
5118,1068.125,5118,4000,
5119,1067.5,5119,4050.000244,
5120,1066.875,5120,4050.000244,
5121,1066.875,5121,4000,
5122,1066.25,5122,4050.000244,
5123,1066.25,5123,3950,
5124,1066.25,5124,4000,
5125,1066.25,5125,4000,
5126,1066.25,5126,4000,
5127,1066.25,5127,4000,
5128,1065.625,5128,4000,
5129,1065.625,5129,4000,
5130,1066.25,5130,3950,
5131,1066.875,5131,3950,
5132,1066.875,5132,4000,
5133,1066.875,5133,4000,
5134,1066.875,5134,4000,
5135,1066.25,5135,4050.000244,
5136,1066.25,5136,4000,
5137,1066.25,5137,4000,
5138,1065.625,5138,4000,
5139,1066.25,5139,3950,
5140,1066.25,5140,4000,
5141,1066.25,5141,4000,
5142,1066.25,5142,4000,
5143,1065.625,5143,4050.000244,
5144,1065.625,5144,4000,
5145,1066.25,5145,4000,
5146,1066.875,5146,3950,
5147,1066.875,5147,4000,
5148,1066.875,5148,4000,
5149,1066.875,5149,4000,
5150,1066.25,5150,4000,
5151,1066.25,5151,4000,
5152,1065.625,5152,4050.000244,
5153,1065.625,5153,3950,
5154,1065.625,5154,4000,
5155,1065.625,5155,4000,
5156,1065.625,5156,4000,
5157,1065.625,5157,4000,
5158,1065,5158,4000,
5159,1064.375,5159,4050.000244,
5160,1065,5160,4000,
5161,1065.625,5161,3950,
5162,1065.625,5162,4000,
5163,1065.625,5163,4000,
5164,1065.625,5164,4000,
5165,1065,5165,4050.000244,
5166,1065,5166,4000,
5167,1064.375,5167,4050.000244,
5168,1064.375,5168,4000,
5169,1064.375,5169,4000,
5170,1065,5170,3950,
5171,1065,5171,4000,
5172,1065,5172,4000,
5173,1064.375,5173,4000,
5174,1064.375,5174,4000,
5175,1065,5175,3950,
5176,1065.625,5176,3950,
5177,1065.625,5177,4000,
5178,1065.625,5178,4000,
5179,1065.625,5179,4000,
5180,1065,5180,4000,
5181,1064.375,5181,4050.000244,
5182,1064.375,5182,4000,
5183,1064.375,5183,4000,
5184,1065,5184,3950,
5185,1065,5185,4000,
5186,1065,5186,4000,
5187,1065,5187,4000,
5188,1064.375,5188,4050.000244,
5189,1064.375,5189,4000,
5190,1065.625,5190,3950,
5191,1065.625,5191,4000,
5192,1066.25,5192,3950,
5193,1066.25,5193,4000,
5194,1066.25,5194,4000,
5195,1065.625,5195,4000,
5196,1065,5196,4050.000244,
5197,1065,5197,4000,
5198,1065,5198,4000,
5199,1065,5199,4000,
5200,1065.625,5200,4000,
5201,1065.625,5201,4000,
5202,1065.625,5202,4000,
5203,1065.625,5203,4000,
5204,1065.625,5204,4000,
5205,1066.25,5205,3950,
5206,1066.25,5206,4000,
5207,1066.875,5207,3950,
5208,1067.5,5208,4000,
5209,1066.875,5209,4050.000244,
5210,1066.25,5210,4050.000244,
5211,1066.25,5211,4000,
5212,1065.625,5212,4050.000244,
5213,1065.625,5213,4000,
5214,1066.25,5214,3950,
5215,1066.25,5215,4000,
5216,1066.875,5216,3950,
5217,1066.875,5217,4000,
5218,1066.875,5218,4000,
5219,1066.875,5219,4000,
5220,1067.5,5220,3950,
5221,1068.125,5221,3950,
5222,1068.75,5222,3950,
5223,1068.75,5223,4000,
5224,1068.125,5224,4050.000244,
5225,1068.125,5225,4000,
5226,1067.5,5226,4050.000244,
5227,1067.5,5227,4000,
5228,1067.5,5228,4000,
5229,1068.125,5229,3950,
5230,1068.125,5230,4000,
5231,1068.75,5231,3950,
5232,1068.75,5232,4000,
5233,1068.125,5233,4050.000244,
5234,1068.75,5234,3950,
5235,1069.375,5235,3950,
5236,1070,5236,3950,
5237,1070,5237,4000,
5238,1070.625,5238,4000,
5239,1070,5239,4050.000244,
5240,1069.375,5240,4050.000244,
5241,1068.75,5241,4050.000244,
5242,1068.75,5242,4000,
5243,1068.75,5243,4000,
5244,1069.375,5244,3950,
5245,1070,5245,3950,
5246,1070.625,5246,3950,
5247,1070,5247,4050.000244,
5248,1070,5248,4000,
5249,1070,5249,4000,
5250,1070.625,5250,4000,
5251,1071.25,5251,3950,
5252,1071.25,5252,4000,
5253,1071.25,5253,4000,
5254,1070.625,5254,4050.000244,
5255,1070,5255,4000,
5256,1069.375,5256,4050.000244,
5257,1068.75,5257,4050.000244,
5258,1068.75,5258,4000,
5259,1069.375,5259,3950,
5260,1070.625,5260,3900,
5261,1070.625,5261,4000,
5262,1070.625,5262,4000,
5263,1070.625,5263,4000,
5264,1070.625,5264,4000,
5265,1071.25,5265,4000,
5266,1071.25,5266,4000,
5267,1071.875,5267,3950,
5268,1071.875,5268,4000,
5269,1071.875,5269,4000,
5270,1070.625,5270,4050.000244,
5271,1070,5271,4050.000244,
5272,1069.375,5272,4050.000244,
5273,1069.375,5273,4000,
5274,1070,5274,3950,
5275,1070,5275,4000,
5276,1070.625,5276,3950,
5277,1070.625,5277,4000,
5278,1070,5278,4000,
5279,1070,5279,4000,
5280,1070.625,5280,3950,
5281,1070.625,5281,4000,
5282,1071.25,5282,3950,
5283,1070.625,5283,4050.000244,
5284,1070.625,5284,4000,
5285,1069.375,5285,4050.000244,
5286,1068.75,5286,4050.000244,
5287,1068.125,5287,4050.000244,
5288,1068.125,5288,4000,
5289,1068.125,5289,4000,
5290,1068.75,5290,4000,
5291,1068.75,5291,4000,
5292,1069.375,5292,3950,
5293,1068.75,5293,4000,
5294,1068.75,5294,4000,
5295,1069.375,5295,3950,
5296,1070,5296,3950,
5297,1070,5297,4000,
5298,1069.375,5298,4050.000244,
5299,1068.75,5299,4050.000244,
5300,1068.125,5300,4050.000244,
5301,1067.5,5301,4050.000244,
5302,1066.875,5302,4050.000244,
5303,1066.875,5303,4000,
5304,1066.875,5304,4000,
5305,1067.5,5305,4000,
5306,1068.125,5306,3950,
5307,1068.125,5307,4000,
5308,1067.5,5308,4000,
5309,1067.5,5309,4000,
5310,1068.125,5310,3950,
5311,1068.125,5311,4000,
5312,1068.125,5312,4000,
5313,1068.125,5313,4000,
5314,1066.875,5314,4100,
5315,1066.25,5315,4050.000244,
5316,1065.625,5316,4050.000244,
5317,1065,5317,4050.000244,
5318,1064.375,5318,4000,
5319,1065,5319,3950,
5320,1065.625,5320,3950,
5321,1065.625,5321,4000,
5322,1066.25,5322,3950,
5323,1066.25,5323,3950,
5324,1065.625,5324,4050.000244,
5325,1066.25,5325,4000,
5326,1066.25,5326,4000,
5327,1066.25,5327,4000,
5328,1065.625,5328,4050.000244,
5329,1065,5329,4050.000244,
5330,1064.375,5330,4000,
5331,1063.75,5331,4050.000244,
5332,1063.125,5332,4050.000244,
5333,1062.5,5333,4050.000244,
5334,1063.125,5334,3950,
5335,1063.125,5335,4000,
5336,1063.75,5336,3950,
5337,1063.75,5337,4000,
5338,1063.75,5338,4000,
5339,1063.75,5339,4000,
5340,1063.75,5340,4000,
5341,1064.375,5341,3950,
5342,1064.375,5342,4000,
5343,1064.375,5343,4050.000244,
5344,1063.75,5344,4050.000244,
5345,1062.5,5345,4050.000244,
5346,1061.875,5346,4050.000244,
5347,1061.25,5347,4050.000244,
5348,1061.25,5348,4000,
5349,1061.25,5349,4000,
5350,1061.875,5350,3950,
5351,1061.875,5351,4000,
5352,1061.875,5352,4000,
5353,1061.875,5353,4000,
5354,1061.875,5354,4000,
5355,1062.5,5355,4000,
5356,1063.125,5356,3950,
5357,1063.125,5357,4000,
5358,1063.125,5358,4000,
5359,1062.5,5359,4050.000244,
5360,1061.25,5360,4050.000244,
5361,1060.625,5361,4050.000244,
5362,1060.625,5362,4000,
5363,1060.625,5363,4000,
5364,1060.625,5364,4000,
5365,1060.625,5365,4000,
5366,1061.25,5366,3950,
5367,1061.25,5367,4000,
5368,1061.25,5368,4000,
5369,1061.25,5369,4000,
5370,1061.25,5370,4000,
5371,1061.875,5371,3950,
5372,1061.875,5372,4000,
5373,1061.875,5373,4000,
5374,1061.875,5374,4000,
5375,1060.625,5375,4050.000244,
5376,1060,5376,4050.000244,
5377,1060,5377,4000,
5378,1059.375,5378,4000,
5379,1059.375,5379,4000,
5380,1059.375,5380,4000,
5381,1060,5381,3950,
5382,1060,5382,4000,
5383,1060,5383,4000,
5384,1060,5384,4000,
5385,1060.625,5385,3950,
5386,1060.625,5386,4000,
5387,1060.625,5387,4000,
5388,1060.625,5388,4050.000244,
5389,1060.625,5389,4000,
5390,1059.375,5390,4050.000244,
5391,1058.75,5391,4050.000244,
5392,1058.125,5392,4050.000244,
5393,1057.5,5393,4000,
5394,1057.5,5394,4000,
5395,1057.5,5395,4000,
5396,1058.125,5396,3950,
5397,1057.5,5397,4050.000244,
5398,1057.5,5398,4000,
5399,1057.5,5399,4000,
5400,1058.125,5400,4000,
5401,1058.75,5401,3950,
5402,1058.75,5402,4000,
5403,1059.375,5403,4000,
5404,1058.75,5404,4050.000244,
5405,1058.125,5405,4000,
5406,1057.5,5406,4050.000244,
5407,1056.875,5407,4050.000244,
5408,1056.25,5408,4000,
5409,281.25,5409,800,
5410,386.25,5410,750,
5411,393.75,5411,850,
5412,401.25,5412,850,
5413,406.25,5413,950,
5414,408.75,5414,950,
5415,408.75,5415,1000,
5416,411.25,5416,950,
5417,411.25,5417,1000,
5418,408.75,5418,1050,
5419,408.75,5419,1000,
5420,408.75,5420,1000,
5421,408.75,5421,1000,
5422,408.75,5422,1000,
5423,408.75,5423,1000,
5424,406.25,5424,1050,
5425,406.25,5425,1000,
5426,408.75,5426,950,
5427,408.75,5427,1000,
5428,411.25,5428,950,
5429,411.25,5429,1000,
5430,408.75,5430,1050,
5431,408.75,5431,1000,
5432,411.25,5432,950,
5433,411.25,5433,1000,
5434,411.25,5434,1000,
5435,408.75,5435,1000,
5436,408.75,5436,1000,
5437,413.295441,5437,1000,
5438,420.113617,5438,1050,
5439,422.386353,5439,1050,
5440,424.659088,5440,1050,
5441,426.931824,5441,1050,
5442,429.204559,5442,1050,
5443,431.477295,5443,1050,
5444,431.477295,5444,1100,
5445,431.477295,5445,1100,
5446,433.750031,5446,1050,
5447,433.750031,5447,1100,
5448,433.750031,5448,1100,
5449,433.750031,5449,1100,
5450,433.750031,5450,1100,
5451,433.750031,5451,1100,
5452,433.750031,5452,1100,
5453,431.477295,5453,1150,
5454,431.477295,5454,1100,
5455,429.204559,5455,1100,
5456,429.204559,5456,1100,
5457,431.477295,5457,1050,
5458,433.750031,5458,1100,
5459,436.022766,5459,1050,
5460,438.295502,5460,1100,
5461,438.295502,5461,1100,
5462,438.295502,5462,1100,
5463,438.295502,5463,1100,
5464,438.295502,5464,1100,
5465,438.295502,5465,1100,
5466,436.022766,5466,1150,
5467,436.022766,5467,1100,
5468,433.750031,5468,1100,
5469,433.750031,5469,1100,
5470,433.750031,5470,1100,
5471,433.750031,5471,1100,
5472,433.750031,5472,1100,
5473,436.022766,5473,1100,
5474,436.022766,5474,1100,
5475,433.750031,5475,1150,
5476,433.750031,5476,1100,
5477,431.477295,5477,1150,
5478,431.477295,5478,1100,
5479,431.477295,5479,1100,
5480,429.204559,5480,1100,
5481,433.371216,5481,1100,
5482,437.537872,5482,1100,
5483,443.787872,5483,1100,
5484,445.871216,5484,1150,
5485,447.954559,5485,1150,
5486,447.954559,5486,1200,
5487,447.954559,5487,1200,
5488,450.037903,5488,1200,
5489,450.037903,5489,1200,
5490,452.121246,5490,1200,
5491,454.20459,5491,1150,
5492,454.20459,5492,1200,
5493,454.20459,5493,1200,
5494,456.287933,5494,1150,
5495,458.371277,5495,1200,
5496,460.45462,5496,1150,
5497,460.45462,5497,1200,
5498,460.45462,5498,1200,
5499,460.45462,5499,1200,
5500,460.45462,5500,1200,
5501,460.45462,5501,1200,
5502,460.45462,5502,1200,
5503,460.45462,5503,1200,
5504,458.371277,5504,1250,
5505,456.287933,5505,1250,
5506,456.287933,5506,1200,
5507,454.20459,5507,1250,
5508,454.20459,5508,1150,
5509,452.121246,5509,1250,
5510,454.20459,5510,1200,
5511,456.287933,5511,1150,
5512,458.371277,5512,1150,
5513,460.45462,5513,1200,
5514,460.45462,5514,1200,
5515,462.537964,5515,1200,
5516,462.537964,5516,1200,
5517,462.537964,5517,1200,
5518,460.45462,5518,1200,
5519,460.45462,5519,1200,
5520,458.371277,5520,1250,
5521,458.371277,5521,1200,
5522,456.287933,5522,1250,
5523,456.287933,5523,1200,
5524,462.057159,5524,1150,
5525,467.826385,5525,1200,
5526,467.826385,5526,1300,
5527,469.749451,5527,1250,
5528,471.672516,5528,1300,
5529,471.672516,5529,1300,
5530,469.749451,5530,1350,
5531,469.749451,5531,1300,
5532,471.672516,5532,1250,
5533,471.672516,5533,1300,
5534,471.672516,5534,1300,
5535,473.595581,5535,1300,
5536,475.518646,5536,1250,
5537,475.518646,5537,1300,
5538,477.441711,5538,1250,
5539,477.441711,5539,1300,
5540,481.287842,5540,1250,
5541,479.364777,5541,1350,
5542,479.364777,5542,1300,
5543,481.287842,5543,1250,
5544,483.210907,5544,1250,
5545,483.210907,5545,1300,
5546,483.210907,5546,1300,
5547,483.210907,5547,1300,
5548,481.287842,5548,1350,
5549,481.287842,5549,1300,
5550,479.364777,5550,1300,
5551,479.364777,5551,1300,
5552,479.364777,5552,1300,
5553,479.364777,5553,1300,
5554,477.441711,5554,1350,
5555,477.441711,5555,1300,
5556,477.441711,5556,1300,
5557,477.441711,5557,1300,
5558,479.364777,5558,1250,
5559,481.287842,5559,1250,
5560,485.133972,5560,1250,
5561,485.133972,5561,1300,
5562,485.133972,5562,1300,
5563,485.133972,5563,1300,
5564,485.133972,5564,1300,
5565,483.210907,5565,1300,
5566,481.287842,5566,1350,
5567,479.364777,5567,1350,
5568,482.936218,5568,1300,
5569,484.721924,5569,1350,
5570,490.079071,5570,1350,
5571,493.650513,5571,1300,
5572,493.650513,5572,1400,
5573,495.436218,5573,1400,
5574,495.436218,5574,1400,
5575,495.436218,5575,1400,
5576,495.436218,5576,1400,
5577,495.436218,5577,1400,
5578,493.650513,5578,1450,
5579,495.436218,5579,1350,
5580,495.436218,5580,1400,
5581,495.436218,5581,1400,
5582,495.436218,5582,1400,
5583,497.221924,5583,1400,
5584,497.221924,5584,1400,
5585,499.007629,5585,1350,
5586,499.007629,5586,1400,
5587,499.007629,5587,1400,
5588,500.793335,5588,1400,
5589,502.579041,5589,1350,
5590,504.364746,5590,1400,
5591,506.150452,5591,1350,
5592,506.150452,5592,1400,
5593,506.150452,5593,1400,
5594,506.150452,5594,1400,
5595,504.364746,5595,1450,
5596,506.150452,5596,1350,
5597,504.364746,5597,1450,
5598,504.364746,5598,1400,
5599,504.364746,5599,1400,
5600,502.579041,5600,1400,
5601,504.364746,5601,1350,
5602,504.364746,5602,1400,
5603,506.150452,5603,1350,
5604,506.150452,5604,1400,
5605,506.150452,5605,1400,
5606,506.150452,5606,1400,
5607,506.150452,5607,1400,
5608,506.150452,5608,1400,
5609,504.364746,5609,1450,
5610,504.364746,5610,1400,
5611,504.364746,5611,1400,
5612,504.364746,5612,1400,
5613,511.031433,5613,1400,
5614,514.364746,5614,1400,
5615,517.69812,5615,1450,
5616,517.69812,5616,1500,
5617,519.364807,5617,1450,
5618,521.031494,5618,1450,
5619,521.031494,5619,1500,
5620,521.031494,5620,1450,
5621,521.031494,5621,1500,
5622,521.031494,5622,1500,
5623,521.031494,5623,1500,
5624,521.031494,5624,1500,
5625,521.031494,5625,1500,
5626,521.031494,5626,1500,
5627,522.698181,5627,1450,
5628,524.364868,5628,1500,
5629,524.364868,5629,1500,
5630,527.698242,5630,1450,
5631,527.698242,5631,1500,
5632,529.364929,5632,1450,
5633,529.364929,5633,1500,
5634,529.364929,5634,1500,
5635,527.698242,5635,1550,
5636,527.698242,5636,1500,
5637,527.698242,5637,1500,
5638,527.698242,5638,1500,
5639,526.031555,5639,1550,
5640,524.364868,5640,1500,
5641,522.698181,5641,1550,
5642,524.364868,5642,1450,
5643,526.031555,5643,1450,
5644,526.031555,5644,1500,
5645,529.364929,5645,1450,
5646,529.364929,5646,1500,
5647,529.364929,5647,1500,
5648,531.031616,5648,1500,
5649,531.031616,5649,1500,
5650,527.698242,5650,1550,
5651,527.698242,5651,1500,
5652,527.698242,5652,1500,
5653,527.698242,5653,1500,
5654,527.698242,5654,1500,
5655,526.031555,5655,1500,
5656,527.594055,5656,1550,
5657,530.719055,5657,1500,
5658,535.406555,5658,1550,
5659,536.969055,5659,1550,
5660,540.094055,5660,1500,
5661,540.094055,5661,1600,
5662,541.656555,5662,1550,
5663,543.219055,5663,1600,
5664,543.219055,5664,1600,
5665,544.781555,5665,1600,
5666,546.344055,5666,1550,
5667,547.906555,5667,1550,
5668,549.469055,5668,1550,
5669,549.469055,5669,1600,
5670,552.594055,5670,1550,
5671,554.156555,5671,1550,
5672,552.594055,5672,1650,
5673,554.156555,5673,1600,
5674,554.156555,5674,1600,
5675,552.594055,5675,1600,
5676,552.594055,5676,1600,
5677,552.594055,5677,1600,
5678,552.594055,5678,1600,
5679,552.594055,5679,1600,
5680,551.031555,5680,1650,
5681,551.031555,5681,1600,
5682,552.594055,5682,1550,
5683,555.719055,5683,1550,
5684,555.719055,5684,1600,
5685,555.719055,5685,1600,
5686,557.281555,5686,1550,
5687,555.719055,5687,1650,
5688,554.156555,5688,1600,
5689,552.594055,5689,1650,
5690,551.031555,5690,1650,
5691,551.031555,5691,1600,
5692,551.031555,5692,1600,
5693,549.469055,5693,1650,
5694,549.469055,5694,1600,
5695,547.906555,5695,1600,
5696,547.906555,5696,1600,
5697,547.906555,5697,1600,
5698,547.906555,5698,1600,
5699,550.847717,5699,1600,
5700,556.730042,5700,1600,
5701,558.200623,5701,1650,
5702,561.141785,5702,1600,
5703,564.082947,5703,1650,
5704,565.553528,5704,1650,
5705,568.49469,5705,1650,
5706,568.49469,5706,1700,
5707,569.965271,5707,1650,
5708,572.906433,5708,1700,
5709,574.377014,5709,1650,
5710,575.847595,5710,1700,
5711,575.847595,5711,1700,
5712,575.847595,5712,1700,
5713,575.847595,5713,1700,
5714,575.847595,5714,1700,
5715,574.377014,5715,1750,
5716,574.377014,5716,1700,
5717,574.377014,5717,1700,
5718,574.377014,5718,1700,
5719,574.377014,5719,1700,
5720,577.318176,5720,1650,
5721,575.847595,5721,1750,
5722,577.318176,5722,1650,
5723,577.318176,5723,1700,
5724,575.847595,5724,1750,
5725,575.847595,5725,1700,
5726,574.377014,5726,1750,
5727,574.377014,5727,1700,
5728,574.377014,5728,1700,
5729,572.906433,5729,1750,
5730,572.906433,5730,1700,
5731,571.435852,5731,1750,
5732,571.435852,5732,1700,
5733,569.965271,5733,1700,
5734,569.965271,5734,1700,
5735,569.965271,5735,1700,
5736,569.965271,5736,1700,
5737,569.965271,5737,1700,
5738,569.965271,5738,1700,
5739,571.435852,5739,1650,
5740,572.906433,5740,1650,
5741,572.906433,5741,1700,
5742,574.377014,5742,1650,
5743,575.847595,5743,1700,
5744,577.318176,5744,1650,
5745,578.788757,5745,1700,
5746,581.566528,5746,1700,
5747,585.733215,5747,1650,
5748,589.899902,5748,1750,
5749,591.288818,5749,1750,
5750,594.06665,5750,1750,
5751,594.06665,5751,1800,
5752,594.06665,5752,1800,
5753,595.455566,5753,1800,
5754,596.844482,5754,1750,
5755,599.622314,5755,1750,
5756,599.622314,5756,1800,
5757,601.01123,5757,1750,
5758,601.01123,5758,1800,
5759,601.01123,5759,1800,
5760,599.622314,5760,1800,
5761,599.622314,5761,1800,
5762,598.233398,5762,1850,
5763,598.233398,5763,1800,
5764,598.233398,5764,1800,
5765,595.455566,5765,1850,
5766,595.455566,5766,1800,
5767,594.06665,5767,1850,
5768,594.06665,5768,1800,
5769,594.06665,5769,1800,
5770,594.06665,5770,1800,
5771,594.06665,5771,1800,
5772,594.06665,5772,1800,
5773,595.455566,5773,1800,
5774,595.455566,5774,1800,
5775,596.844482,5775,1750,
5776,598.233398,5776,1750,
5777,598.233398,5777,1800,
5778,599.622314,5778,1800,
5779,601.01123,5779,1750,
5780,601.01123,5780,1800,
5781,601.01123,5781,1800,
5782,602.400146,5782,1750,
5783,601.01123,5783,1850,
5784,601.01123,5784,1800,
5785,599.622314,5785,1800,
5786,599.622314,5786,1800,
5787,601.01123,5787,1750,
5788,602.400146,5788,1800,
5789,602.400146,5789,1800,
5790,607.66333,5790,1800,
5791,610.294922,5791,1800,
5792,611.610718,5792,1850,
5793,612.926514,5793,1900,
5794,612.926514,5794,1900,
5795,614.24231,5795,1850,
5796,615.558105,5796,1850,
5797,615.558105,5797,1900,
5798,615.558105,5798,1900,
5799,615.558105,5799,1900,
5800,615.558105,5800,1900,
5801,615.558105,5801,1900,
5802,615.558105,5802,1900,
5803,616.873901,5803,1900,
5804,616.873901,5804,1900,
5805,616.873901,5805,1900,
5806,618.189697,5806,1850,
5807,618.189697,5807,1900,
5808,618.189697,5808,1900,
5809,619.505493,5809,1850,
5810,620.821289,5810,1850,
5811,622.137085,5811,1850,
5812,622.137085,5812,1900,
5813,623.452881,5813,1900,
5814,623.452881,5814,1900,
5815,623.452881,5815,1900,
5816,623.452881,5816,1900,
5817,622.137085,5817,1950,
5818,622.137085,5818,1900,
5819,623.452881,5819,1850,
5820,623.452881,5820,1900,
5821,623.452881,5821,1900,
5822,624.768677,5822,1850,
5823,624.768677,5823,1900,
5824,623.452881,5824,1950,
5825,622.137085,5825,1950,
5826,622.137085,5826,1900,
5827,620.821289,5827,1950,
5828,620.821289,5828,1900,
5829,619.505493,5829,1950,
5830,619.505493,5830,1900,
5831,618.189697,5831,1950,
5832,618.189697,5832,1900,
5833,618.189697,5833,1900,
5834,619.439697,5834,1950,
5835,624.439697,5835,1900,
5836,625.689697,5836,1950,
5837,626.939697,5837,1950,
5838,630.689697,5838,1950,
5839,631.939697,5839,1950,
5840,635.689697,5840,1950,
5841,638.189697,5841,1900,
5842,639.439697,5842,1950,
5843,641.939697,5843,1950,
5844,643.189697,5844,1950,
5845,644.439697,5845,1950,
5846,644.439697,5846,2000,
5847,644.439697,5847,2000,
5848,644.439697,5848,1950,
5849,643.189697,5849,2050,
5850,644.439697,5850,2000,
5851,645.689697,5851,1950,
5852,646.939697,5852,1950,
5853,648.189697,5853,2000,
5854,648.189697,5854,2000,
5855,646.939697,5855,2050,
5856,645.689697,5856,2050,
5857,645.689697,5857,2000,
5858,644.439697,5858,2000,
5859,644.439697,5859,2000,
5860,643.189697,5860,2000,
5861,643.189697,5861,2000,
5862,641.939697,5862,2050,
5863,640.689697,5863,2000,
5864,640.689697,5864,2000,
5865,641.939697,5865,1950,
5866,641.939697,5866,2000,
5867,641.939697,5867,2000,
5868,641.939697,5868,2000,
5869,643.189697,5869,1950,
5870,644.439697,5870,1950,
5871,644.439697,5871,2000,
5872,644.439697,5872,2000,
5873,645.689697,5873,2000,
